"session","date","type","title","result","totalvotes","d-yes","r-yes","i-yes","d-no","r-no","i-no","d-nv","r-nv","i-nv"
"112","2011-02-18 14:29:00","h","Amendment 94 to H.R. 1","Agreed to 241-187, 5 not voting","433","3","238","0","187","0","0","3","2","0"
"112","2011-02-18 14:32:00","h","Amendment 95 to H.R. 1","Agreed to 237-191, 5 not voting","433","3","234","0","187","4","0","3","2","0"
"112","2012-01-25 10:18:00","h","On Passage - House - H.R. 1022 Buffalo Soldiers in the National Parks Study Act - Under Suspension of the Rules","Passed 338-70, 25 not voting (2/3 required)","432","179","159","0","0","70","0","12","12","0"
"112","2012-03-07 14:43:00","h","On Passage - House - H.R. 2842 Bureau of Reclamation Small Conduit Hydropower Development and Rural Jobs Act","Passed 265-154, 13 not voting","432","28","237","0","154","0","0","9","4","0"
"112","2012-03-07 18:22:00","h","Amendment 3 to H.R. 3606","Failed 164-245, 23 not voting","432","163","1","0","13","232","0","15","8","0"
"112","2012-03-07 18:26:00","h","Amendment 5 to H.R. 3606","Failed 169-244, 19 not voting","432","166","3","0","12","232","0","13","6","0"
"112","2012-03-07 18:33:00","h","Amendment 6 to H.R. 3606","Failed 161-259, 12 not voting","432","161","0","0","22","237","0","8","4","0"
"112","2012-03-07 18:37:00","h","Amendment 9 to H.R. 3606","Failed 185-236, 11 not voting","432","173","12","0","11","225","0","7","4","0"
"112","2012-03-08 12:18:00","h","Amendment 15 to H.R. 3606","Failed 175-239, 18 not voting","432","172","3","0","9","230","0","10","8","0"
"112","2012-03-08 12:22:00","h","Amendment 16 to H.R. 3606","Failed 172-236, 24 not voting","432","167","5","0","10","226","0","14","10","0"
"112","2012-03-08 12:50:00","h","On Motion to Recommit with Instructions: H.R. 3606 To increase American job creation and economic growth by improving access to the public capital markets for emerging growth companies","Failed 170-244, 18 not voting","432","169","1","0","12","232","0","10","8","0"
"112","2012-01-25 10:55:00","h","On Passage - House - H.R. 3801 Ultralight Aircraft Smuggling Prevention Act - Under Suspension of the Rules","Passed 408-0, 25 not voting (2/3 required)","432","180","227","0","0","0","0","11","14","0"
"112","2012-03-08 13:04:00","h","On Passage - House - H.R. 3606 To increase American job creation and economic growth by improving access to the public capital markets for emerging growth companies","Passed 390-23, 19 not voting","432","158","232","0","23","0","0","10","9","0"
"112","2012-03-19 18:55:00","h","On Passage - House - H.R. 3992 To allow otherwise eligible Israeli nationals to receive E-2 nonimmigrant visas if similarly situated United States nationals are eligible for similar nonimmigrant status in Israel - Under Suspension of the Rules","Passed 371-0, 61 not voting (2/3 required)","432","153","218","0","0","0","0","38","23","0"
"112","2012-03-20 15:26:00","h","On Passage - House - H.R. 665 Excess Federal Building and Property Disposal Act - Under Suspension of the Rules","Passed 403-0, 28 not voting (2/3 required)","431","176","227","0","0","0","0","14","14","0"
"112","2012-03-20 16:49:00","h","Amendment 1 to H.R. 2087","Failed 178-226, 27 not voting","431","173","5","0","6","220","0","11","16","0"
"112","2012-03-20 17:16:00","h","On Motion to Recommit with Instructions: H.R. 2087 To remove restrictions from a parcel of land situated in the Atlantic District, Accomack County, Virginia","Failed 180-226, 25 not voting","431","179","1","0","2","224","0","9","16","0"
"112","2012-03-20 17:25:00","h","On Passage - House - H.R. 2087 To remove restrictions from a parcel of land situated in the Atlantic District, Accomack County, Virginia","Passed 240-164, 27 not voting","431","17","223","0","161","3","0","12","15","0"
"112","2012-03-21 14:58:00","h","On Motion to Suspend the Rules and Concur in the Senate Amendment: H.R. 886 To require the Secretary of the Treasury to mint coins in commemoration of the 225th anniversary of the establishment of the Nation’s first Federal law enforcement agency, the United States Marshals Service","Passed 409-2, 20 not voting (2/3 required)","431","182","227","0","1","1","0","7","11","0"
"112","2012-03-22 11:45:00","h","Amendment 1 to H.R. 5","Agreed to 234-173, 24 not voting","431","11","223","0","168","5","0","11","11","0"
"112","2012-03-22 11:50:00","h","Amendment 2 to H.R. 5","Failed 179-228, 24 not voting","431","175","4","0","4","224","0","11","12","0"
"112","2012-03-22 11:56:00","h","Amendment 5 to H.R. 5","Agreed to 251-157, 23 not voting","431","27","224","0","153","4","0","10","12","0"
"112","2012-03-22 12:29:00","h","On Motion to Recommit with Instructions: H.R. 5 To improve patient access to health care services and provide improved medical care by reducing the excessive burden the liability system places on the health care delivery system","Failed 180-229, 22 not voting","431","179","1","0","1","228","0","10","10","0"
"112","2012-03-22 12:36:00","h","On Passage - House - H.R. 5 To improve patient access to health care services and provide improved medical care by reducing the excessive burden the liability system places on the health care delivery system","Passed 223-181, 27 not voting","431","7","216","0","171","10","0","12","11","0"
"112","2012-03-26 18:56:00","h","On Passage - House - H.R. 2779 To exempt inter-affiliate swaps from certain regulatory requirements put in place by the Dodd-Frank Wall Street Reform and Consumer Protection Act - Under Suspension of the Rules","Passed 357-36, 38 not voting (2/3 required)","431","134","223","0","36","0","0","20","18","0"
"112","2012-03-26 19:03:00","h","On Passage - House - H.R. 2682 Business Risk Mitigation and Price Stabilization Act - Under Suspension of the Rules","Passed 370-24, 37 not voting (2/3 required)","431","146","224","0","24","0","0","20","17","0"
"112","2012-02-01 18:15:00","h","Amendment 1 to H.R. 1173","Failed 161-263, 8 not voting","432","160","1","0","27","236","0","4","4","0"
"112","2012-03-27 14:17:00","h","On Motion to Suspend the Rules and Concur in the Senate Amendment: H.R. 3606 To increase American job creation and economic growth by improving access to the public capital markets for emerging growth companies","Passed 380-41, 10 not voting (2/3 required)","431","145","235","0","41","0","0","4","6","0"
"112","2012-03-27 14:26:00","h","On Passage - House - H.R. 3298 Homes for Heroes Act - Under Suspension of the Rules","Passed 414-5, 12 not voting (2/3 required)","431","184","230","0","0","5","0","6","6","0"
"112","2012-03-27 17:54:00","h","Amendment 1 to H.R. 3309","Failed 196-219, 16 not voting","431","178","18","0","3","216","0","9","7","0"
"112","2012-03-27 17:58:00","h","Amendment 2 to H.R. 3309","Failed 179-238, 14 not voting","431","174","5","0","8","230","0","8","6","0"
"112","2012-03-27 18:02:00","h","Amendment 4 to H.R. 3309","Failed 194-222, 15 not voting","431","181","13","0","2","220","0","7","8","0"
"112","2012-03-27 18:31:00","h","On Motion to Recommit with Instructions: H.R. 3309 To amend the Communications Act of 1934 to provide for greater transparency and efficiency in the procedures followed by the Federal Communications Commission","Failed 184-236, 11 not voting","431","183","1","0","2","234","0","5","6","0"
"112","2012-03-27 18:37:00","h","On Passage - House - H.R. 3309 To amend the Communications Act of 1934 to provide for greater transparency and efficiency in the procedures followed by the Federal Communications Commission","Passed 247-174, 10 not voting","431","12","235","0","174","0","0","4","6","0"
"112","2012-02-01 18:19:00","h","Amendment 2 to H.R. 1173","Failed 157-264, 11 not voting","432","157","0","0","29","235","0","5","6","0"
"112","2012-03-28 14:49:00","h","On Passage - House - H.R. 1339 To amend title 32, United States Code, the body of laws of the United States dealing with the National Guard, to recognize the City of Salem, Massachusetts, as the Birthplace of the National Guard of the United States - Under Suspension of the Rules","Passed 413-6, 12 not voting (2/3 required)","431","186","227","0","0","6","0","4","4","0"
"112","2012-03-29 11:55:00","h","On Passage - House - H.R. 4281 To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs","Passed 266-158, 7 not voting","431","37","229","0","148","10","0","5","2","0"
"112","2012-02-01 18:24:00","h","Amendment 3 to H.R. 1173","Failed 164-260, 8 not voting","432","164","0","0","23","237","0","4","4","0"
"112","2012-04-16 18:52:00","h","On Passage - House - H.R. 3001 Raoul Wallenberg Centennial Celebration Act - Under Suspension of the Rules","Passed 377-0, 54 not voting (2/3 required)","431","161","216","0","0","0","0","29","25","0"
"112","2012-04-16 19:00:00","h","On Passage - House - H.R. 4040 To provide for the award of a gold medal on behalf of Congress to Jack Nicklaus in recognition of his service to the Nation in promoting excellence and good sportsmanship in golf - Under Suspension of the Rules","Passed 373-4, 54 not voting (2/3 required)","431","160","213","0","0","4","0","30","23","0"
"112","2012-04-17 15:12:00","h","On Passage - House - H.R. 1815 Lena Horne Recognition Act - Under Suspension of the Rules","Passed 410-2, 19 not voting (2/3 required)","431","180","230","0","0","2","0","10","9","0"
"112","2012-04-17 18:18:00","h","Amendment 2 to H.R. 4089","Failed 152-260, 19 not voting","431","146","6","0","32","228","0","12","7","0"
"112","2012-04-17 18:22:00","h","Amendment 3 to H.R. 4089","Failed 138-279, 14 not voting","431","136","2","0","45","234","0","9","5","0"
"112","2012-02-01 18:29:00","h","Amendment 4 to H.R. 1173","Failed 160-264, 8 not voting","432","160","0","0","25","239","0","6","2","0"
"112","2012-04-17 18:26:00","h","Amendment 4 to H.R. 4089","Failed 155-262, 14 not voting","431","145","10","0","36","226","0","9","5","0"
"112","2012-04-17 18:30:00","h","Amendment 7 to H.R. 4089","Failed 176-244, 11 not voting","431","168","8","0","16","228","0","6","5","0"
"112","2012-04-17 18:35:00","h","Amendment 8 to H.R. 4089","Agreed to 223-198, 10 not voting","431","7","216","0","177","21","0","6","4","0"
"112","2012-04-17 19:04:00","h","On Motion to Recommit with Instructions: H.R. 4089 Sportsmen’s Heritage Act of 2012","Failed 160-261, 10 not voting","431","159","1","0","25","236","0","6","4","0"
"112","2012-04-17 19:13:00","h","On Passage - House - H.R. 4089 Sportsmen’s Heritage Act of 2012","Passed 274-146, 11 not voting","431","39","235","0","144","2","0","7","4","0"
"112","2012-04-18 16:18:00","h","Amendment 2 to H.R. 4348","Agreed to 255-165, 11 not voting","431","18","237","0","164","1","0","8","3","0"
"112","2012-04-18 16:48:00","h","On Motion to Recommit with Instructions: H.R. 4348 To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs, and for other purposes","Failed 176-242, 13 not voting","431","175","1","0","5","237","0","10","3","0"
"112","2012-02-01 18:59:00","h","On Motion to Recommit with Instructions: H.R. 1173 Fiscal Responsibility and Retirement Security Act","Failed 175-247, 10 not voting","432","175","0","0","11","236","0","5","5","0"
"112","2012-04-18 16:58:00","h","On Passage - House - H.R. 4348 To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs, and for other purposes","Passed 293-127, 11 not voting","431","69","224","0","113","14","0","8","3","0"
"112","2012-04-18 17:06:00","h","On Passage - House - H.R. 2453 Mark Twain Commemorative Coin Act - Under Suspension of the Rules","Passed 408-4, 19 not voting (2/3 required)","431","180","228","0","0","4","0","10","7","0"
"112","2012-04-19 13:17:00","h","Amendment 1 to H.R. 9","Failed 175-236, 20 not voting","431","175","0","0","7","229","0","8","12","0"
"112","2012-04-19 13:45:00","h","On Motion to Recommit with Instructions: H.R. 9 Small Business Tax Cut Act","Failed 179-229, 23 not voting","431","178","1","0","2","227","0","10","13","0"
"112","2012-04-19 13:55:00","h","On Passage - House - H.R. 9 Small Business Tax Cut Act","Passed 235-173, 23 not voting","431","18","217","0","163","10","0","9","13","0"
"112","2012-04-24 19:13:00","h","On Passage - House - H.R. 2157 To facilitate a land exchange involoving certain National Forest System lands in the Inyo National Forest, and for other purposes - Under Suspension of the Rules","Passed 376-2, 53 not voting (2/3 required)","431","159","217","0","0","2","0","31","22","0"
"112","2012-04-25 17:11:00","h","On Motion to Instruct Conferees: H.R. 4348 To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs, and for other purposes","Failed 181-242, 8 not voting","431","180","1","0","4","238","0","6","2","0"
"112","2012-02-01 19:06:00","h","On Passage - House - H.R. 1173 Fiscal Responsibility and Retirement Security Act","Passed 267-159, 6 not voting","432","28","239","0","159","0","0","4","2","0"
"112","2012-04-25 17:19:00","h","On Passage - House - H.R. 3336 Small Business Credit Availability Act - Under Suspension of the Rules","Passed 312-111, 8 not voting (2/3 required)","431","73","239","0","111","0","0","6","2","0"
"112","2012-04-25 17:26:00","h","On Passage - House - H.R. 1038 To authorize the conveyance of two small parcels of land within the boundaries of the Coconino National Forest containing private improvements that were developed based upon the reliance of the landowners in an erroneous survey conducted in May 1960 - Under Suspension of the Rules","Passed 421-1, 9 not voting (2/3 required)","431","184","237","0","0","1","0","6","3","0"
"112","2012-04-26 17:23:00","h","Amendment 1 to H.R. 3523","Failed 167-243, 21 not voting","431","156","11","0","21","222","0","13","8","0"
"112","2012-04-26 17:27:00","h","Amendment 3 to H.R. 3523","Agreed to 412-0, 19 not voting","431","179","233","0","0","0","0","11","8","0"
"112","2012-04-26 17:31:00","h","Amendment 4 to H.R. 3523","Agreed to 410-3, 18 not voting","431","179","231","0","1","2","0","10","8","0"
"112","2012-04-26 17:36:00","h","Amendment 5 to H.R. 3523","Agreed to 415-0, 16 not voting","431","181","234","0","0","0","0","9","7","0"
"112","2012-04-26 17:40:00","h","Amendment 6 to H.R. 3523","Agreed to 416-0, 15 not voting","431","182","234","0","0","0","0","8","7","0"
"112","2012-04-26 17:44:00","h","Amendment 10 to H.R. 3523","Agreed to 414-1, 16 not voting","431","181","233","0","1","0","0","8","8","0"
"112","2012-02-01 19:13:00","h","On Passage - House - H.R. 3835 To extend the pay limitation for Members of Congress and Federal employees - Under Suspension of the Rules","Passed 309-117, 6 not voting (2/3 required)","432","72","237","0","115","2","0","4","2","0"
"112","2012-04-26 17:47:00","h","Amendment 12 to H.R. 3523","Agreed to 413-3, 15 not voting","431","180","233","0","2","1","0","8","7","0"
"112","2012-04-26 18:23:00","h","On Motion to Recommit with Instructions: H.R. 3523 To provide for the sharing of certain cyber threat intelligence and cyber threat information between the intelligence community and cybersecurity entities, and for other purposes","Failed 183-233, 15 not voting","431","182","1","0","0","233","0","8","7","0"
"112","2012-04-26 18:31:00","h","On Passage - House - H.R. 3523 To provide for the sharing of certain cyber threat intelligence and cyber threat information between the intelligence community and cybersecurity entities, and for other purposes","Passed 248-168, 15 not voting","431","42","206","0","140","28","0","8","7","0"
"112","2012-04-27 12:04:00","h","On Passage - House - H.R. 2096 To advance cybersecurity research, development, and technical standards, and for other purposes - Under Suspension of the Rules","Passed 395-10, 26 not voting (2/3 required)","431","175","220","0","0","10","0","15","11","0"
"112","2012-04-27 12:32:00","h","On Motion to Recommit with Instructions: H.R. 4628 To extend student loan interest rates for undergraduate Federal Direct Stafford Loans","Failed 178-231, 22 not voting","431","178","0","0","0","231","0","12","10","0"
"112","2012-04-27 12:45:00","h","On Passage - House - H.R. 4628 To extend student loan interest rates for undergraduate Federal Direct Stafford Loans","Passed 215-195, 22 not voting","432","13","202","0","165","30","0","12","10","0"
"112","2012-02-01 19:20:00","h","On Passage - House - H.R. 3567 Welfare Integrity Now for Children and Families Act of 2011 - Under Suspension of the Rules","Passed 395-27, 10 not voting (2/3 required)","432","159","236","0","26","1","0","6","4","0"
"112","2012-05-08 18:02:00","h","Amendment 1 to H.R. 5326","Failed 141-261, 29 not voting","431","127","14","0","45","216","0","18","11","0"
"112","2012-05-08 18:08:00","h","Amendment 2 to H.R. 5326","Failed 137-270, 24 not voting","431","4","133","0","170","100","0","16","8","0"
"112","2012-05-08 18:13:00","h","Amendment 3 to H.R. 5326","Failed 121-287, 23 not voting","431","0","121","0","175","112","0","15","8","0"
"112","2012-05-08 18:17:00","h","Amendment 5 to H.R. 5326","Failed 190-218, 23 not voting","431","142","48","0","33","185","0","15","8","0"
"112","2012-05-08 18:20:00","h","Amendment 8 to H.R. 5326","Failed 174-233, 24 not voting","431","2","172","0","172","61","0","16","8","0"
"112","2012-05-08 18:24:00","h","Amendment 6 to H.R. 5326","Failed 129-279, 23 not voting","431","0","129","0","175","104","0","15","8","0"
"112","2012-05-08 18:27:00","h","Amendment 11 to H.R. 5326","Failed 147-259, 25 not voting","431","0","147","0","173","86","0","17","8","0"
"112","2012-05-08 18:32:00","h","Amendment 12 to H.R. 5326","Agreed to 219-189, 23 not voting","431","3","216","0","172","17","0","15","8","0"
"112","2012-05-08 18:37:00","h","Amendment 14 to H.R. 5326","Agreed to 209-199, 23 not voting","431","46","163","0","129","70","0","15","8","0"
"112","2012-05-08 18:41:00","h","Amendment 15 to H.R. 5326","Failed 168-239, 24 not voting","431","5","163","0","169","70","0","16","8","0"
"112","2012-05-08 18:46:00","h","Amendment 17 to H.R. 5326","Agreed to 325-81, 25 not voting","431","98","227","0","75","6","0","17","8","0"
"112","2012-05-08 23:50:00","h","Amendment 20 to H.R. 5326","Failed 99-311, 21 not voting","431","96","3","0","82","229","0","12","9","0"
"112","2012-05-08 23:54:00","h","Amendment 22 to H.R. 5326","Agreed to 206-204, 21 not voting","431","145","61","0","33","171","0","12","9","0"
"112","2012-05-08 23:57:00","h","Amendment 23 to H.R. 5326","Failed 199-211, 21 not voting","431","6","193","0","173","38","0","11","10","0"
"112","2012-05-09 00:00:00","h","Amendment 24 to H.R. 5326","Failed 96-314, 21 not voting","431","92","4","0","85","229","0","13","8","0"
"112","2012-05-09 00:04:00","h","Amendment 25 to H.R. 5326","Failed 121-291, 19 not voting","431","0","121","0","179","112","0","11","8","0"
"112","2012-05-09 00:07:00","h","Amendment 26 to H.R. 5326","Failed 165-246, 20 not voting","431","2","163","0","177","69","0","11","9","0"
"112","2012-05-09 00:10:00","h","Amendment 27 to H.R. 5326","Failed 122-289, 20 not voting","431","0","122","0","179","110","0","11","9","0"
"112","2012-05-09 00:14:00","h","Amendment 30 to H.R. 5326","Agreed to 238-173, 20 not voting","431","12","226","0","167","6","0","11","9","0"
"112","2012-05-09 00:16:00","h","Amendment 32 to H.R. 5326","Failed 160-251, 20 not voting","431","4","156","0","174","77","0","12","8","0"
"112","2012-05-09 00:19:00","h","Amendment 33 to H.R. 5326","Failed 105-307, 19 not voting","431","0","105","0","179","128","0","11","8","0"
"112","2012-05-09 00:25:00","h","Amendment 34 to H.R. 5326","Agreed to 220-191, 20 not voting","431","23","197","0","156","35","0","11","9","0"
"112","2012-05-09 14:30:00","h","On Passage - House - H.R. 2072 To reauthorize the Export-Import Bank of the United States, and for other purposes - Under Suspension of the Rules","Passed 330-93, 8 not voting (2/3 required)","431","183","147","0","0","93","0","7","1","0"
"112","2012-05-09 14:38:00","h","On Passage - House - H.R. 4133 To express the sense of Congress regarding the United States-Israel strategic relationship, to direct the President to submit to Congress reports on United States actions to enhance this relationship and to assist in the defense of Israel, and for other purposes - Under Suspension of the Rules","Passed 411-2, 18 not voting (2/3 required)","431","175","236","0","1","1","0","6","3","0"
"112","2012-05-09 18:29:00","h","Amendment 35 to H.R. 5326","Agreed to 381-41, 9 not voting","431","142","239","0","41","0","0","7","2","0"
"112","2012-05-09 18:32:00","h","Amendment 36 to H.R. 5326","Failed 160-260, 11 not voting","431","126","34","0","57","203","0","7","4","0"
"112","2012-05-09 18:36:00","h","Amendment 37 to H.R. 5326","Agreed to 229-194, 8 not voting","431","9","220","0","177","17","0","4","4","0"
"112","2012-05-09 18:40:00","h","Amendment 39 to H.R. 5326","Agreed to 232-192, 7 not voting","431","7","225","0","179","13","0","4","3","0"
"112","2012-02-02 14:06:00","h","On Motion to Instruct Conferees: H.R. 3630 Temporary Payroll Tax Cut Continuation Act of 2011","Failed 184-236, 12 not voting","432","180","4","0","3","233","0","8","4","0"
"112","2012-05-09 18:44:00","h","Amendment 41 to H.R. 5326","Agreed to 238-185, 8 not voting","431","5","233","0","181","4","0","4","4","0"
"112","2012-05-09 18:47:00","h","Amendment 42 to H.R. 5326","Agreed to 232-190, 9 not voting","431","1","231","0","183","7","0","6","3","0"
"112","2012-05-09 18:50:00","h","Amendment 44 to H.R. 5326","Agreed to 232-190, 9 not voting","431","4","228","0","180","10","0","6","3","0"
"112","2012-05-09 18:54:00","h","Amendment 45 to H.R. 5326","Agreed to 250-173, 8 not voting","431","15","235","0","170","3","0","5","3","0"
"112","2012-05-09 18:57:00","h","Amendment 46 to H.R. 5326","Agreed to 246-174, 11 not voting","431","17","229","0","166","8","0","7","4","0"
"112","2012-05-09 23:30:00","h","Amendment 63 to H.R. 5326","Agreed to 245-171, 15 not voting","431","16","229","0","164","7","0","10","5","0"
"112","2012-05-09 23:33:00","h","Amendment 47 to H.R. 5326","Agreed to 218-201, 12 not voting","431","10","208","0","173","28","0","7","5","0"
"112","2012-05-09 23:36:00","h","Amendment 48 to H.R. 5326","Agreed to 357-68, 6 not voting","431","118","239","0","67","1","0","5","1","0"
"112","2012-05-09 23:41:00","h","Amendment 51 to H.R. 5326","Failed 163-262, 6 not voting","431","135","28","0","50","212","0","5","1","0"
"112","2012-05-09 23:44:00","h","Amendment 52 to H.R. 5326","Failed 189-235, 7 not voting","431","177","12","0","8","227","0","5","2","0"
"112","2012-02-02 16:45:00","h","Amendment 1 to H.R. 3582","Failed 174-244, 14 not voting","432","174","0","0","7","237","0","10","4","0"
"112","2012-05-09 23:47:00","h","Amendment 54 to H.R. 5326","Failed 193-232, 6 not voting","431","177","16","0","8","224","0","5","1","0"
"112","2012-05-09 23:51:00","h","Amendment 55 to H.R. 5326","Agreed to 238-188, 5 not voting","431","8","230","0","178","10","0","4","1","0"
"112","2012-05-09 23:54:00","h","Amendment 60 to H.R. 5326","Failed 209-217, 5 not voting","431","3","206","0","183","34","0","4","1","0"
"112","2012-05-09 23:57:00","h","Amendment 61 to H.R. 5326","Agreed to 218-208, 5 not voting","431","5","213","0","181","27","0","4","1","0"
"112","2012-05-10 14:06:00","h","On Motion to Recommit with Instructions: H.R. 5652 To provide for reconciliation pursuant to section 201 of the concurrent resolution on the budget for fiscal year 2013","Failed 170-232, 29 not voting","431","168","2","0","4","228","0","9","9","0"
"112","2012-05-10 14:15:00","h","On Passage - House - H.R. 5652 To provide for reconciliation pursuant to section 201 of the concurrent resolution on the budget for fiscal year 2013","Passed 218-199, 14 not voting","431","0","218","0","183","16","0","7","6","0"
"112","2012-05-10 14:45:00","h","On Motion to Recommit with Instructions: H.R. 5326 Making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2013, and for other purposes","Failed 181-233, 17 not voting","431","180","1","0","1","232","0","9","8","0"
"112","2012-05-10 14:51:00","h","On Passage - House - H.R. 5326 Making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2013, and for other purposes","Passed 247-163, 21 not voting","431","23","224","0","155","8","0","12","9","0"
"112","2012-02-02 16:49:00","h","Amendment 2 to H.R. 3582","Failed 177-237, 18 not voting","432","173","4","0","6","231","0","12","6","0"
"112","2012-05-15 18:55:00","h","On Passage - House - H.R. 365 To encourage, enhance, and integrate Blue Alert plans throughout the United States in order to disseminate information when a law enforcement officer is seriously injured or killed in the line of duty - Under Suspension of the Rules","Passed 394-1, 36 not voting (2/3 required)","431","172","222","0","0","1","0","18","18","0"
"112","2012-05-15 19:02:00","h","On Passage - House - H.R. 3874 To provide for the conveyance of eight cemeteries that are located on National Forest System land in Black Hills National Forest, South Dakota - Under Suspension of the Rules","Passed 400-1, 30 not voting (2/3 required)","431","176","224","0","0","1","0","14","16","0"
"112","2012-05-15 19:09:00","h","On Passage - House - H.R. 205 To amend the Act titled “An Act to authorize the leasing of restricted Indian lands for public, religious, educational, recreational, residential, business, and other purposes requiring the grant of long-term leases”, to provide for Indian tribes to enter into leases without approval from the Secretary of the Interior - Under Suspension of the Rules","Passed 400-0, 31 not voting (2/3 required)","431","175","225","0","0","0","0","15","16","0"
"112","2012-05-16 15:18:00","h","On Passage - House - H.R. 4119 Border Tunnel Prevention Act of 2012 - Under Suspension of the Rules","Passed 416-4, 11 not voting (2/3 required)","431","183","233","0","1","3","0","6","5","0"
"112","2012-05-16 17:20:00","h","On Motion to Recommit with Instructions: H.R. 4970 To reauthorize the Violence Against Women Act of 1994","Failed 187-236, 8 not voting","431","185","2","0","0","236","0","5","3","0"
"112","2012-05-16 17:29:00","h","On Passage - House - H.R. 4970 To reauthorize the Violence Against Women Act of 1994","Passed 222-205, 4 not voting","431","6","216","0","182","23","0","2","2","0"
"112","2012-02-02 16:52:00","h","Amendment 4 to H.R. 3582","Failed 171-243, 18 not voting","432","169","2","0","9","234","0","13","5","0"
"112","2012-05-17 14:52:00","h","On Passage - House - H.R. 5740 To extend the National Flood Insurance Program, and for other purposes - Under Suspension of the Rules","Passed 402-18, 11 not voting (2/3 required)","431","181","221","0","1","17","0","8","3","0"
"112","2012-05-17 18:51:00","h","Amendment 4 to H.R. 4310","Failed 84-335, 12 not voting","431","15","69","0","166","169","0","9","3","0"
"112","2012-05-17 18:59:00","h","Amendment 5 to H.R. 4310","Failed 113-303, 15 not voting","431","101","12","0","79","224","0","10","5","0"
"112","2012-05-17 19:03:00","h","Amendment 6 to H.R. 4310","Agreed to 412-1, 18 not voting","431","180","232","0","1","0","0","9","9","0"
"112","2012-05-17 19:08:00","h","Amendment 7 to H.R. 4310","Agreed to 249-171, 11 not voting","431","22","227","0","160","11","0","8","3","0"
"112","2012-05-17 19:12:00","h","Amendment 8 to H.R. 4310","Agreed to 211-209, 11 not voting","431","1","210","0","181","28","0","8","3","0"
"112","2012-05-17 19:16:00","h","Amendment 11 to H.R. 4310","Failed 112-308, 11 not voting","431","101","11","0","81","227","0","8","3","0"
"112","2012-05-17 19:19:00","h","Amendment 12 to H.R. 4310","Failed 165-252, 14 not voting","431","152","13","0","29","223","0","9","5","0"
"112","2012-02-02 16:56:00","h","Amendment 5 to H.R. 3582","Failed 173-243, 16 not voting","432","168","5","0","12","231","0","11","5","0"
"112","2012-05-18 09:45:00","h","Amendment 29 to H.R. 4310","Failed 182-238, 11 not voting","431","163","19","0","19","219","0","8","3","0"
"112","2012-05-18 09:48:00","h","Amendment 28 to H.R. 4310","Agreed to 243-173, 15 not voting","431","13","230","0","166","7","0","11","4","0"
"112","2012-05-18 09:52:00","h","Amendment 14 to H.R. 4310","Failed 209-211, 11 not voting","431","0","209","0","182","29","0","8","3","0"
"112","2012-05-18 09:56:00","h","Amendment 15 to H.R. 4310","Failed 192-229, 10 not voting","431","167","25","0","15","214","0","8","2","0"
"112","2012-05-18 10:00:00","h","Amendment 16 to H.R. 4310","Failed 164-256, 11 not voting","431","70","94","0","111","145","0","9","2","0"
"112","2012-05-18 10:04:00","h","Amendment 17 to H.R. 4310","Failed 180-241, 10 not voting","431","168","12","0","14","227","0","8","2","0"
"112","2012-05-18 10:10:00","h","Amendment 19 to H.R. 4310","Agreed to 394-27, 10 not voting","431","182","212","0","0","27","0","8","2","0"
"112","2012-05-18 10:13:00","h","Amendment 20 to H.R. 4310","Failed 118-303, 10 not voting","431","88","30","0","94","209","0","8","2","0"
"112","2012-05-18 10:17:00","h","Amendment 22 to H.R. 4310","Failed 160-261, 10 not voting","431","155","5","0","27","234","0","8","2","0"
"112","2012-05-18 10:20:00","h","Amendment 23 to H.R. 4310","Failed 175-245, 11 not voting","431","171","4","0","11","234","0","8","3","0"
"112","2012-02-02 17:01:00","h","Amendment 8 to H.R. 3582","Failed 174-245, 13 not voting","432","174","0","0","7","238","0","10","3","0"
"112","2012-05-18 10:24:00","h","Amendment 24 to H.R. 4310","Agreed to 241-179, 11 not voting","431","8","233","0","174","5","0","8","3","0"
"112","2012-05-18 10:27:00","h","Amendment 25 to H.R. 4310","Agreed to 220-201, 10 not voting","431","2","218","0","180","21","0","8","2","0"
"112","2012-05-18 10:31:00","h","Amendment 27 to H.R. 4310","Failed 170-252, 9 not voting","431","154","16","0","29","223","0","7","2","0"
"112","2012-05-18 10:34:00","h","Amendment 30 to H.R. 4310","Agreed to 229-193, 9 not voting","431","1","228","0","182","11","0","7","2","0"
"112","2012-05-18 10:38:00","h","Amendment 31 to H.R. 4310","Agreed to 226-196, 9 not voting","431","163","63","0","20","176","0","7","2","0"
"112","2012-05-18 10:43:00","h","Amendment 32 to H.R. 4310","Failed 77-344, 10 not voting","431","75","2","0","108","236","0","7","3","0"
